0.240400	-0.389745	1
-0.240400	0.389745	0
0.299169	-0.324082	1
-0.299169	0.324082	0
0.343788	-0.248838	1
-0.343788	0.248838	0
0.373109	-0.167412	1
-0.373109	0.167412	0
0.386658	-0.083308	1
-0.386658	0.083308	0
0.384615	0.000012	1
-0.384615	-0.000012	0
0.367792	0.079267	1
-0.367792	-0.079267	0
0.337568	0.151490	1
-0.337568	-0.151490	0
0.295805	0.214137	1
-0.295805	-0.214137	0
0.244760	0.265173	1
-0.244760	-0.265173	0
0.186962	0.303147	1
-0.186962	-0.303147	0
0.125098	0.327212	1
-0.125098	-0.327212	0
0.061894	0.337147	1
-0.061894	-0.337147	0
-0.000011	0.333333	1
0.000011	-0.333333	0
-0.058162	0.316710	1
0.058162	-0.316710	0
-0.110398	0.288708	1
0.110398	-0.288708	0
-0.154926	0.251167	1
0.154926	-0.251167	0
-0.190382	0.206232	1
0.190382	-0.206232	0
-0.215868	0.156247	1
0.215868	-0.156247	0
-0.230974	0.103635	1
0.230974	-0.103635	0
-0.235768	0.050795	1
0.235768	-0.050795	0
-0.230769	-0.000010	1
0.230769	0.000010	0
-0.216903	-0.046748	1
0.216903	0.046748	0
-0.195432	-0.087707	1
0.195432	0.087707	0
-0.167889	-0.121538	1
0.167889	0.121538	0
-0.135977	-0.147320	1
0.135977	0.147320	0
-0.101492	-0.164567	1
0.101492	0.164567	0
-0.066228	-0.173230	1
0.066228	0.173230	0
-0.031883	-0.173682	1
0.031883	0.173682	0
0.000006	-0.166667	1
-0.000006	0.166667	0
0.028143	-0.153247	1
-0.028143	0.153247	0
0.051520	-0.134730	1
-0.051520	0.134730	0
0.069451	-0.112592	1
-0.069451	0.112592	0
0.081592	-0.088385	1
-0.081592	0.088385	0
0.087946	-0.063655	1
-0.087946	0.063655	0
0.088837	-0.039858	1
-0.088837	0.039858	0
0.084877	-0.018285	1
-0.084877	0.018285	0
0.076923	0.000003	1
-0.076923	-0.000003	0
